RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31
394913,1,"New York, NY",msa,NY,2309.6811311260267,2325.1632432956762
102001,0,United States,country,,1169.7142129767246,1175.1164284621955,1180.9226630277994
